dataset_source,hdf5_filename,sim,volume,is_nan,half_half_1_train,half_half_1_valid,half_half_2_train,half_half_2_valid,fold1_train,fold1_valid,fold2_train,fold2_valid,fold3_train,fold3_valid,fold4_train,fold4_valid
fullwave_abdominal_wall,fullwave_abdominal_wall_188_reg.hdf5,188,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_189_reg.hdf5,189,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_190_reg.hdf5,190,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_192_reg.hdf5,192,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_193_reg.hdf5,193,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_194_reg.hdf5,194,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_196_reg.hdf5,196,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_197_reg.hdf5,197,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_198_reg.hdf5,198,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_202_reg.hdf5,202,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_203_reg.hdf5,203,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_204_reg.hdf5,204,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_206_reg.hdf5,206,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_207_reg.hdf5,207,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_208_reg.hdf5,208,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_209_reg.hdf5,209,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_210_reg.hdf5,210,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_211_reg.hdf5,211,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_212_reg.hdf5,212,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_213_reg.hdf5,213,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_214_reg.hdf5,214,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_216_reg.hdf5,216,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_217_reg.hdf5,217,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_218_reg.hdf5,218,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_219_reg.hdf5,219,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_220_reg.hdf5,220,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_221_reg.hdf5,221,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_223_reg.hdf5,223,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_224_reg.hdf5,224,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_225_reg.hdf5,225,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_226_reg.hdf5,226,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_227_reg.hdf5,227,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_228_reg.hdf5,228,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_229_reg.hdf5,229,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_230_reg.hdf5,230,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_231_reg.hdf5,231,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_232_reg.hdf5,232,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_233_reg.hdf5,233,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_236_reg.hdf5,236,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_237_reg.hdf5,237,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_238_reg.hdf5,238,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_239_reg.hdf5,239,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_241_reg.hdf5,241,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_242_reg.hdf5,242,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_243_reg.hdf5,243,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_244_reg.hdf5,244,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_245_reg.hdf5,245,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_246_reg.hdf5,246,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_248_reg.hdf5,248,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_250_reg.hdf5,250,vishuman_abdwall_cropped_5left153s,False,True,False,False,True,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_251_reg.hdf5,251,vishuman_abdwall_cropped_6left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_252_reg.hdf5,252,vishuman_abdwall_cropped_6left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_253_reg.hdf5,253,vishuman_abdwall_cropped_5left153s,False,True,False,False,True,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_255_reg.hdf5,255,vishuman_abdwall_cropped_5left153s,False,True,False,False,True,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_256_reg.hdf5,256,vishuman_abdwall_cropped_6left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_257_reg.hdf5,257,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_258_reg.hdf5,258,vishuman_abdwall_cropped_5left153s,False,True,False,False,True,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_259_reg.hdf5,259,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_260_reg.hdf5,260,vishuman_abdwall_cropped_6left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_261_reg.hdf5,261,vishuman_abdwall_cropped_7-153s,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_262_reg.hdf5,262,vishuman_abdwall_cropped_7-153s,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_265_reg.hdf5,265,vishuman_abdwall_cropped_5left153s,False,True,False,False,True,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_267_reg.hdf5,267,vishuman_abdwall_cropped_5left153s,False,True,False,False,True,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_268_reg.hdf5,268,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_276_reg.hdf5,276,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_277_reg.hdf5,277,vishuman_abdwall_cropped_7-153s,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_281_reg.hdf5,281,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_282_reg.hdf5,282,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_283_reg.hdf5,283,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_284_reg.hdf5,284,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_285_reg.hdf5,285,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_286_reg.hdf5,286,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_287_reg.hdf5,287,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_288_reg.hdf5,288,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_289_reg.hdf5,289,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_290_reg.hdf5,290,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_292_reg.hdf5,292,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_293_reg.hdf5,293,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_295_reg.hdf5,295,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_296_reg.hdf5,296,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_297_reg.hdf5,297,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_298_reg.hdf5,298,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_299_reg.hdf5,299,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_301_reg.hdf5,301,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_303_reg.hdf5,303,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_304_reg.hdf5,304,vishuman_abdwall_cropped_5left153s,False,True,False,False,True,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_305_reg.hdf5,305,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_306_reg.hdf5,306,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_315_reg.hdf5,315,vishuman_abdwall_cropped_7-153s,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_316_reg.hdf5,316,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_317_reg.hdf5,317,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_318_reg.hdf5,318,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_319_reg.hdf5,319,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_320_reg.hdf5,320,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_322_reg.hdf5,322,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_323_reg.hdf5,323,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_324_reg.hdf5,324,vishuman_abdwall_cropped_7-153s,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_325_reg.hdf5,325,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_326_reg.hdf5,326,vishuman_abdwall_cropped_5left153s,False,True,False,False,True,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_327_reg.hdf5,327,vishuman_abdwall_cropped_7-153s,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_329_reg.hdf5,329,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_330_reg.hdf5,330,vishuman_abdwall_cropped_5left153s,False,True,False,False,True,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_331_reg.hdf5,331,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_332_reg.hdf5,332,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_333_reg.hdf5,333,vishuman_abdwall_cropped_5left153s,False,True,False,False,True,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_335_reg.hdf5,335,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_336_reg.hdf5,336,vishuman_abdwall_cropped_6left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_337_reg.hdf5,337,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_338_reg.hdf5,338,vishuman_abdwall_cropped_6left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_339_reg.hdf5,339,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_340_reg.hdf5,340,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_342_reg.hdf5,342,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_343_reg.hdf5,343,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_345_reg.hdf5,345,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_346_reg.hdf5,346,vishuman_abdwall_cropped_7-153s,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_347_reg.hdf5,347,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_348_reg.hdf5,348,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_349_reg.hdf5,349,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_350_reg.hdf5,350,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_351_reg.hdf5,351,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_352_reg.hdf5,352,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_353_reg.hdf5,353,vishuman_abdwall_cropped_7-153s,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_354_reg.hdf5,354,vishuman_abdwall_cropped_6left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_355_reg.hdf5,355,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_356_reg.hdf5,356,vishuman_abdwall_cropped_7-153s,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_357_reg.hdf5,357,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_358_reg.hdf5,358,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_359_reg.hdf5,359,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_360_reg.hdf5,360,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_361_reg.hdf5,361,vishuman_abdwall_cropped_7-153s,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_362_reg.hdf5,362,vishuman_abdwall_cropped_6left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_363_reg.hdf5,363,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_364_reg.hdf5,364,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_365_reg.hdf5,365,vishuman_abdwall_cropped_7-153s,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_366_reg.hdf5,366,vishuman_abdwall_cropped_7-153s,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_371_reg.hdf5,371,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_373_reg.hdf5,373,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_374_reg.hdf5,374,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_379_reg.hdf5,379,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_380_reg.hdf5,380,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_382_reg.hdf5,382,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_383_reg.hdf5,383,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_384_reg.hdf5,384,vishuman_abdwall_cropped_6left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_385_reg.hdf5,385,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_386_reg.hdf5,386,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_387_reg.hdf5,387,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_388_reg.hdf5,388,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_389_reg.hdf5,389,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_390_reg.hdf5,390,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_392_reg.hdf5,392,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_393_reg.hdf5,393,vishuman_abdwall_cropped_5left153s,False,True,False,False,True,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_394_reg.hdf5,394,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_395_reg.hdf5,395,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_396_reg.hdf5,396,vishuman_abdwall_cropped_6left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_397_reg.hdf5,397,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_398_reg.hdf5,398,vishuman_abdwall_cropped_7-153s,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_399_reg.hdf5,399,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_400_reg.hdf5,400,vishuman_abdominal_cropped,False,True,False,True,False,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_402_reg.hdf5,402,vishuman_abdwall_153_h,False,False,True,True,False,False,True,False,True,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_403_reg.hdf5,403,vishuman_abdwall_cropped_5left153s,False,True,False,False,True,True,False,True,False,True,False,True,False
fullwave_abdominal_wall,fullwave_abdominal_wall_404_reg.hdf5,404,vishuman_abdwall_cropped_7left153s,False,True,False,False,True,True,False,True,False,False,True,False,True
fullwave_abdominal_wall,fullwave_abdominal_wall_405_reg.hdf5,405,vishuman_abdwall_cropped_5left153s,False,True,False,False,True,True,False,True,False,True,False,True,False
